case_id,account_id,customer_id,arrears_amount,days_past_due,collection_stage,last_contact_date,last_contact_channel,promise_to_pay_amount,promise_to_pay_date,arrangement_plan,status,assigned_collector,notes,drop_reason,minimum_observed_date
COLL-201903-00005,ACC0001730,IND1902001687,2952.63,49,early_collections,2019-03-18,branch_visit,1401.49,2019-03-21,extended_term,open,Sipho Naidoo,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order. Arrangement: extended term.,before_collection_start,
COLL-201903-00006,ACC0000889,IND1901001057,1522.29,38,early_collections,2019-03-10,letter,,,,resolved,Thabo Mokoena,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R500 by month-end.",before_collection_start,
COLL-201903-00007,ACC0000669,IND1901015013,2743.79,106,legal,2019-03-21,letter,1311.0,2019-03-19,,open,Ayanda Mthembu,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R1 311 by month-end. Escalating to legal.",before_collection_start,
COLL-201903-00008,ACC0000305,IND1901009608,2451.46,6,pre_delinquent,2019-03-30,letter,669.29,2019-03-27,,open,Sipho Naidoo,New case opened from failed loan repayment and churned relationship status. Legal letter sent via registered post. Awaiting response before summons.,before_collection_start,
COLL-201903-00009,ACC0001153,IND1901015308,336.62,95,legal,2019-03-14,phone_call,114.9,2019-03-29,,resolved,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled. Escalating to legal.,before_collection_start,
COLL-201903-00010,ACC0001730,IND1902001687,4840.99,8,pre_delinquent,2019-03-06,phone_call,,,,open,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.,before_collection_start,
COLL-201903-00011,ACC0003282,IND1902007494,1954.34,70,late_collections,2019-03-29,letter,296.74,2019-04-05,,open,Lerato Khumalo,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.,before_collection_start,
COLL-201903-00012,ACC0000460,IND1901006127,1668.43,30,pre_delinquent,2019-03-30,letter,817.24,2019-04-01,,resolved,Pieter van der Merwe,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal.",before_collection_start,
COLL-201903-00013,ACC0001156,IND1901014489,1147.18,41,early_collections,2019-03-15,branch_visit,511.53,2019-04-02,restructured,open,Lerato Khumalo,New case opened from failed loan repayment and churned relationship status. Settlement offer of R512 communicated; customer requested until month-end. Arrangement: restructured.,before_collection_start,
COLL-201903-00014,ACC0000460,IND1901006127,1617.64,50,early_collections,2019-03-31,phone_call,,,,closed,Fatima Patel,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R750 cash. Account now current.",before_collection_start,
COLL-201903-00015,ACC0001479,IND1901015112,1973.51,73,late_collections,2019-03-31,branch_visit,,,,open,Zanele Ndlovu,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R1 200 cash. Account now current.",before_collection_start,
COLL-201903-00016,ACC0002850,IND1902013194,6118.91,5,pre_delinquent,2019-03-12,branch_visit,,,,open,Johan Botha,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R750 by month-end.",before_collection_start,
COLL-201903-00017,ACC0000661,IND1901013332,1660.9,60,early_collections,2019-03-11,phone_call,,,settlement_offer,resolved,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Settlement offer of R2 500 communicated; customer requested until month-end. Arrangement: settlement offer.,before_collection_start,
COLL-201903-00018,ACC0000661,IND1901013332,3330.08,99,legal,2019-03-28,letter,1420.42,2019-03-28,,resolved,Johan Botha,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal.",before_collection_start,
COLL-201903-00019,ACC0000889,IND1901001057,2167.86,18,pre_delinquent,2019-03-12,branch_visit,331.23,2019-03-16,,open,Pieter van der Merwe,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R331 by month-end.",before_collection_start,
COLL-201903-00020,ACC0000155,IND1901004807,1777.36,87,late_collections,2019-03-12,phone_call,,,,open,Lerato Khumalo,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal.",before_collection_start,
COLL-201903-00021,ACC0002118,IND1902002552,1892.68,41,early_collections,2019-03-22,phone_call,,,,open,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order.,before_collection_start,
COLL-201903-00022,ACC0000661,IND1901013332,5113.56,23,pre_delinquent,2019-03-01,branch_visit,,,,resolved,Pieter van der Merwe,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R350 by month-end.",before_collection_start,
COLL-201903-00023,ACC0002248,IND1902012631,745.0,61,late_collections,2019-03-14,letter,,,,resolved,Pieter van der Merwe,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R1 200 by month-end.",before_collection_start,
COLL-201903-00024,ACC0000155,IND1901004807,1075.53,100,legal,2019-03-25,branch_visit,,,,resolved,Zanele Ndlovu,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance. Escalating to legal.,before_collection_start,
COLL-201903-00025,ACC0000220,IND1901000552,2453.0,58,early_collections,2019-03-09,letter,931.23,2019-03-20,,resolved,Nomsa Dlamini,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R931/month for 6 months starting 1 February.,before_collection_start,
COLL-201903-00026,ACC0002619,IND1902006444,2737.04,66,late_collections,2019-03-10,branch_visit,,,,closed,Johan Botha,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R1 200/month for 6 months starting 2 October.,before_collection_start,
COLL-201903-00027,ACC0002248,IND1902012631,676.07,116,legal,2019-03-13,branch_visit,230.02,2019-04-02,,closed,Zanele Ndlovu,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R230 by month-end. Escalating to legal.",before_collection_start,
COLL-201903-00028,ACC0000134,IND1901012457,1670.44,83,late_collections,2019-03-24,phone_call,660.74,2019-03-18,,resolved,David Govender,New case opened from failed loan repayment and churned relationship status. Settlement offer of R661 communicated; customer requested until month-end.,before_collection_start,
COLL-201903-00029,ACC0003065,IND1902007646,1655.71,39,early_collections,2019-03-08,phone_call,,,,open,Fatima Patel,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal.",before_collection_start,
COLL-201903-00030,ACC0000975,IND1901015550,1975.35,346,write_off,2019-03-09,branch_visit,,,,closed,David Govender,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.,before_collection_start,
COLL-201903-00031,ACC0000060,IND1901004334,1647.07,66,late_collections,2019-03-24,letter,,,,closed,Lerato Khumalo,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R500 cash. Account now current.",before_collection_start,
COLL-201903-00032,ACC0000460,IND1901006127,901.29,95,legal,2019-03-11,branch_visit,406.41,2019-03-29,,open,Zanele Ndlovu,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order. Escalating to legal.,before_collection_start,
COLL-201903-00033,ACC0001479,IND1901015112,1130.07,99,legal,2019-03-16,letter,391.31,2019-03-24,,resolved,Zanele Ndlovu,New case opened from failed loan repayment and churned relationship status. Legal letter sent via registered post. Awaiting response before summons.,before_collection_start,
COLL-201903-00034,ACC0000160,IND1901007622,3933.78,59,early_collections,2019-03-29,phone_call,1017.41,2019-03-30,,resolved,Lerato Khumalo,New case opened from failed loan repayment and churned relationship status. Settlement offer of R1 017 communicated; customer requested until month-end.,before_collection_start,
COLL-201903-00035,ACC0001479,IND1901015112,1577.24,77,late_collections,2019-03-01,phone_call,512.56,2019-03-17,,resolved,Lerato Khumalo,"New case opened from failed loan repayment and churned relationship status. Customer in Western Cape, low income band — hardship assessment required.",before_collection_start,
COLL-201903-00036,ACC0000305,IND1901009608,3076.51,4,pre_delinquent,2019-03-05,letter,,,,open,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring.,before_collection_start,
COLL-201903-00037,ACC0001479,IND1901015112,2074.3,15,pre_delinquent,2019-03-13,letter,693.05,2019-03-25,,resolved,Lerato Khumalo,New case opened from failed loan repayment and churned relationship status. Settlement offer of R693 communicated; customer requested until month-end.,before_collection_start,
COLL-201903-00038,ACC0000889,IND1901001057,1565.77,314,write_off,2019-03-28,phone_call,,,,closed,Nomsa Dlamini,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R500 by month-end.",before_collection_start,
COLL-201903-00039,ACC0001156,IND1901014489,2942.73,42,early_collections,2019-03-13,phone_call,,,,resolved,David Govender,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R1 200/month for 6 months starting 10 September.,before_collection_start,
COLL-201903-00040,ACC0000889,IND1901001057,1317.35,18,pre_delinquent,2019-03-19,branch_visit,,,,resolved,Zanele Ndlovu,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.,before_collection_start,
COLL-201903-00041,ACC0000889,IND1901001057,2028.79,14,pre_delinquent,2019-03-04,letter,,,,open,Lerato Khumalo,"Customer in Gauteng, low income band — hardship assessment required.",before_collection_start,
COLL-201903-00042,ACC0003282,IND1902007494,731.82,53,early_collections,2019-03-29,branch_visit,,,,open,Nomsa Dlamini,Promise to pay recorded after outbound call. Follow-up scheduled.,before_collection_start,
COLL-201903-00043,ACC0000460,IND1901006127,1329.11,9,pre_delinquent,2019-03-13,letter,554.17,2019-03-31,,resolved,Thabo Mokoena,"Customer called, says employer missed payroll. Promised R554 by month-end.",before_collection_start,
COLL-201903-00044,ACC0002677,IND1902012680,2023.47,60,early_collections,2019-03-14,phone_call,,,,open,Pieter van der Merwe,"Customer called, says employer missed payroll. Promised R750 by month-end.",before_collection_start,
COLL-201903-00045,ACC0002850,IND1902013194,5994.23,111,legal,2019-03-19,letter,,,,resolved,Lerato Khumalo,"Customer visited branch, paid R500 cash. Account now current. Escalating to legal.",before_collection_start,
COLL-201903-00046,ACC0002248,IND1902012631,551.55,116,legal,2019-03-25,branch_visit,,,,resolved,Lerato Khumalo,Settlement offer of R500 communicated; customer requested until month-end. Escalating to legal.,before_collection_start,
COLL-201903-00047,ACC0000155,IND1901004807,901.6,43,early_collections,2019-03-03,branch_visit,465.31,2019-03-15,,resolved,Fatima Patel,Settlement offer of R465 communicated; customer requested until month-end.,before_collection_start,
COLL-201903-00048,ACC0000770,IND1901003379,2066.42,23,pre_delinquent,2019-03-09,letter,844.54,2019-03-24,,resolved,Zanele Ndlovu,Settlement offer of R845 communicated; customer requested until month-end.,before_collection_start,
COLL-201903-00049,ACC0002850,IND1902013194,2619.66,99,legal,2019-03-23,branch_visit,1141.43,2019-04-05,,closed,Thabo Mokoena,Debit order returned NSF for third time. Recommend restructuring. Escalating to legal.,before_collection_start,
COLL-201903-00050,ACC0002248,IND1902012631,423.41,18,pre_delinquent,2019-03-06,phone_call,,,,closed,Fatima Patel,Churned customer — no active transactional account; pursuing outstanding loan balance.,before_collection_start,
COLL-201903-00051,ACC0003065,IND1902007646,949.75,20,pre_delinquent,2019-03-24,letter,226.06,2019-03-22,,closed,David Govender,Former churned customer returned; new arrears flagged after failed debit order.,before_collection_start,
COLL-201903-00052,ACC0000220,IND1901000552,1368.73,28,pre_delinquent,2019-03-22,phone_call,,,,open,Lerato Khumalo,Arrangement agreed: R1 200/month for 6 months starting 26 June.,before_collection_start,
